INVST_PLAN_ARR_SEQ_NUM,SEQ_DISP_NUM,CTRY_INVST_ACCT_CDE,GRP_MEMBR_INVST_ACCT_CDE,ACCT_INVST_NUM,ENGMT_STYLE_CDE,INVST_PLAN_NUM,INVST_PLAN_STAT_CDE,PDCY_INVST_CDE,PLAN_INSTR_NEXT_TM,PLAN_INSTR_NEXT_DT,CCY_INVST_REG_CDE,INVST_REG_AMT,CCY_INVST_ACCUM_CDE,INVST_ACCUM_AMT,CNTRB_SUCS_TTL_CNT,CNTRB_LAST_DT_TM,MDUN_SYS_CDE,LAST_INGESTION_TIMESTAMP,PRM_LNE_OF_BUS_CDE_FILTER,CTRY_CDE_FILTER,ENTITY_CDE_FILTER
17894565027,478946051,7878773,78944595886,105536,158128,457819000261, qydt986,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798961,  Current_timestamp  ,  system4840, current_timestamp  ,  147hc308, SAP10527T ,  57SAN262
17894565028,478946052,7878774,78944595887,105537,158129,457819000262, qydt987,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798962,  Current_timestamp  ,  system4841, current_timestamp  ,  147hc309, SAP10527T ,  57SAN263
17894565029,478946053,7878775,78944595888,105538,158130,457819000263, qydt988,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798963,  Current_timestamp  ,  system4842, current_timestamp  ,  147hc310, SAP10527T ,  57SAN264
17894565030,478946054,7878776,78944595889,105539,158131,457819000264, qydt989,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798964,  Current_timestamp  ,  system4843, current_timestamp  ,  147hc311, SAP10527T ,  57SAN265
17894565031,478946055,7878777,78944595890,105540,158132,457819000265, qydt990,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798965,  Current_timestamp  ,  system4844, current_timestamp  ,  147hc312, SAP10527T ,  57SAN266
17894565032,478946056,7878778,78944595891,105541,158133,457819000266, qydt991,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798966,  Current_timestamp  ,  system4845, current_timestamp  ,  147hc313, SAP10527T ,  57SAN267
17894565033,478946057,7878779,78944595892,105542,158134,457819000267, qydt992,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798967,  Current_timestamp  ,  system4846, current_timestamp  ,  147hc314, SAP10527T ,  57SAN268
17894565034,478946058,7878780,78944595893,105543,158135,457819000268, qydt993,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798968,  Current_timestamp  ,  system4847, current_timestamp  ,  147hc315, SAP10527T ,  57SAN269
17894565035,478946059,7878781,78944595894,105544,158136,457819000269, qydt994,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798969,  Current_timestamp  ,  system4848, current_timestamp  ,  147hc316, SAP10527T ,  57SAN270
17894565036,478946060,7878782,78944595895,105545,158137,457819000270, qydt995,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798970,  Current_timestamp  ,  system4849, current_timestamp  ,  147hc317, SAP10527T ,  57SAN271
17894565037,478946061,7878783,78944595896,105546,158138,457819000271, qydt996,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798971,  Current_timestamp  ,  system4850, current_timestamp  ,  147hc318, SAP10527T ,  57SAN272
17894565038,478946062,7878784,78944595897,105547,158139,457819000272, qydt997,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798972,  Current_timestamp  ,  system4851, current_timestamp  ,  147hc319, SAP10527T ,  57SAN273
17894565039,478946063,7878785,78944595898,105548,158140,457819000273, qydt998,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798973,  Current_timestamp  ,  system4852, current_timestamp  ,  147hc320, SAP10527T ,  57SAN274
17894565040,478946064,7878786,78944595899,105549,158141,457819000274, qydt999,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798974,  Current_timestamp  ,  system4853, current_timestamp  ,  147hc321, SAP10527T ,  57SAN275
17894565041,478946065,7878787,78944595900,105550,158142,457819000275, qydt1000,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798975,  Current_timestamp  ,  system4854, current_timestamp  ,  147hc322, SAP10527T ,  57SAN276
17894565042,478946066,7878788,78944595901,105551,158143,457819000276, qydt1001,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798976,  Current_timestamp  ,  system4855, current_timestamp  ,  147hc323, SAP10527T ,  57SAN277
17894565043,478946067,7878789,78944595902,105552,158144,457819000277, qydt1002,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798977,  Current_timestamp  ,  system4856, current_timestamp  ,  147hc324, SAP10527T ,  57SAN278
17894565044,478946068,7878790,78944595903,105553,158145,457819000278, qydt1003,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798978,  Current_timestamp  ,  system4857, current_timestamp  ,  147hc325, SAP10527T ,  57SAN279
17894565045,478946069,7878791,78944595904,105554,158146,457819000279, qydt1004,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798979,  Current_timestamp  ,  system4858, current_timestamp  ,  147hc326, SAP10527T ,  57SAN280
17894565046,478946070,7878792,78944595905,105555,158147,457819000280, qydt1005,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798980,  Current_timestamp  ,  system4859, current_timestamp  ,  147hc327, SAP10527T ,  57SAN281
17894565047,478946071,7878793,78944595906,105556,158148,457819000281, qydt1006,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798981,  Current_timestamp  ,  system4860, current_timestamp  ,  147hc328, SAP10527T ,  57SAN282
17894565048,478946072,7878794,78944595907,105557,158149,457819000282, qydt1007,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798982,  Current_timestamp  ,  system4861, current_timestamp  ,  147hc329, SAP10527T ,  57SAN283
17894565049,478946073,7878795,78944595908,105558,158150,457819000283, qydt1008,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798983,  Current_timestamp  ,  system4862, current_timestamp  ,  147hc330, SAP10527T ,  57SAN284
17894565050,478946074,7878796,78944595909,105559,158151,457819000284, qydt1009,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798984,  Current_timestamp  ,  system4863, current_timestamp  ,  147hc331, SAP10527T ,  57SAN285
17894565051,478946075,7878797,78944595910,105560,158152,457819000285, qydt1010,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798985,  Current_timestamp  ,  system4864, current_timestamp  ,  147hc332, SAP10527T ,  57SAN286
17894565052,478946076,7878798,78944595911,105561,158153,457819000286, qydt1011,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798986,  Current_timestamp  ,  system4865, current_timestamp  ,  147hc333, SAP10527T ,  57SAN287
17894565053,478946077,7878799,78944595912,105562,158154,457819000287, qydt1012,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798987,  Current_timestamp  ,  system4866, current_timestamp  ,  147hc334, SAP10527T ,  57SAN288
17894565054,478946078,7878800,78944595913,105563,158155,457819000288, qydt1013,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798988,  Current_timestamp  ,  system4867, current_timestamp  ,  147hc335, SAP10527T ,  57SAN289
17894565055,478946079,7878801,78944595914,105564,158156,457819000289, qydt1014,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798989,  Current_timestamp  ,  system4868, current_timestamp  ,  147hc336, SAP10527T ,  57SAN290
17894565056,478946080,7878802,78944595915,105565,158157,457819000290, qydt1015,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798990,  Current_timestamp  ,  system4869, current_timestamp  ,  147hc337, SAP10527T ,  57SAN291
17894565057,478946081,7878803,78944595916,105566,158158,457819000291, qydt1016,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798991,  Current_timestamp  ,  system4870, current_timestamp  ,  147hc338, SAP10527T ,  57SAN292
17894565058,478946082,7878804,78944595917,105567,158159,457819000292, qydt1017,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798992,  Current_timestamp  ,  system4871, current_timestamp  ,  147hc339, SAP10527T ,  57SAN293
17894565059,478946083,7878805,78944595918,105568,158160,457819000293, qydt1018,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798993,  Current_timestamp  ,  system4872, current_timestamp  ,  147hc340, SAP10527T ,  57SAN294
17894565060,478946084,7878806,78944595919,105569,158161,457819000294, qydt1019,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798994,  Current_timestamp  ,  system4873, current_timestamp  ,  147hc341, SAP10527T ,  57SAN295
17894565061,478946085,7878807,78944595920,105570,158162,457819000295, qydt1020,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798995,  Current_timestamp  ,  system4874, current_timestamp  ,  147hc342, SAP10527T ,  57SAN296
17894565062,478946086,7878808,78944595921,105571,158163,457819000296, qydt1021,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798996,  Current_timestamp  ,  system4875, current_timestamp  ,  147hc343, SAP10527T ,  57SAN297
17894565063,478946087,7878809,78944595922,105572,158164,457819000297, qydt1022,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798997,  Current_timestamp  ,  system4876, current_timestamp  ,  147hc344, SAP10527T ,  57SAN298
17894565064,478946088,7878810,78944595923,105573,158165,457819000298, qydt1023,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798998,  Current_timestamp  ,  system4877, current_timestamp  ,  147hc345, SAP10527T ,  57SAN299
17894565065,478946089,7878811,78944595924,105574,158166,457819000299, qydt1024,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5798999,  Current_timestamp  ,  system4878, current_timestamp  ,  147hc346, SAP10527T ,  57SAN300
17894565066,478946090,7878812,78944595925,105575,158167,457819000300, qydt1025,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799000,  Current_timestamp  ,  system4879, current_timestamp  ,  147hc347, SAP10527T ,  57SAN301
17894565067,478946091,7878813,78944595926,105576,158168,457819000301, qydt1026,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799001,  Current_timestamp  ,  system4880, current_timestamp  ,  147hc348, SAP10527T ,  57SAN302
17894565068,478946092,7878814,78944595927,105577,158169,457819000302, qydt1027,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799002,  Current_timestamp  ,  system4881, current_timestamp  ,  147hc349, SAP10527T ,  57SAN303
17894565069,478946093,7878815,78944595928,105578,158170,457819000303, qydt1028,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799003,  Current_timestamp  ,  system4882, current_timestamp  ,  147hc350, SAP10527T ,  57SAN304
17894565070,478946094,7878816,78944595929,105579,158171,457819000304, qydt1029,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799004,  Current_timestamp  ,  system4883, current_timestamp  ,  147hc351, SAP10527T ,  57SAN305
17894565071,478946095,7878817,78944595930,105580,158172,457819000305, qydt1030,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799005,  Current_timestamp  ,  system4884, current_timestamp  ,  147hc352, SAP10527T ,  57SAN306
17894565072,478946096,7878818,78944595931,105581,158173,457819000306, qydt1031,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799006,  Current_timestamp  ,  system4885, current_timestamp  ,  147hc353, SAP10527T ,  57SAN307
17894565073,478946097,7878819,78944595932,105582,158174,457819000307, qydt1032,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799007,  Current_timestamp  ,  system4886, current_timestamp  ,  147hc354, SAP10527T ,  57SAN308
17894565074,478946098,7878820,78944595933,105583,158175,457819000308, qydt1033,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799008,  Current_timestamp  ,  system4887, current_timestamp  ,  147hc355, SAP10527T ,  57SAN309
17894565075,478946099,7878821,78944595934,105584,158176,457819000309, qydt1034,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799009,  Current_timestamp  ,  system4888, current_timestamp  ,  147hc356, SAP10527T ,  57SAN310
17894565076,478946100,7878822,78944595935,105585,158177,457819000310, qydt1035,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799010,  Current_timestamp  ,  system4889, current_timestamp  ,  147hc357, SAP10527T ,  57SAN311
17894565077,478946101,7878823,78944595936,105586,158178,457819000311, qydt1036,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799011,  Current_timestamp  ,  system4890, current_timestamp  ,  147hc358, SAP10527T ,  57SAN312
17894565078,478946102,7878824,78944595937,105587,158179,457819000312, qydt1037,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799012,  Current_timestamp  ,  system4891, current_timestamp  ,  147hc359, SAP10527T ,  57SAN313
17894565079,478946103,7878825,78944595938,105588,158180,457819000313, qydt1038,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799013,  Current_timestamp  ,  system4892, current_timestamp  ,  147hc360, SAP10527T ,  57SAN314
17894565080,478946104,7878826,78944595939,105589,158181,457819000314, qydt1039,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799014,  Current_timestamp  ,  system4893, current_timestamp  ,  147hc361, SAP10527T ,  57SAN315
17894565081,478946105,7878827,78944595940,105590,158182,457819000315, qydt1040,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799015,  Current_timestamp  ,  system4894, current_timestamp  ,  147hc362, SAP10527T ,  57SAN316
17894565082,478946106,7878828,78944595941,105591,158183,457819000316, qydt1041,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799016,  Current_timestamp  ,  system4895, current_timestamp  ,  147hc363, SAP10527T ,  57SAN317
17894565083,478946107,7878829,78944595942,105592,158184,457819000317, qydt1042,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799017,  Current_timestamp  ,  system4896, current_timestamp  ,  147hc364, SAP10527T ,  57SAN318
17894565084,478946108,7878830,78944595943,105593,158185,457819000318, qydt1043,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799018,  Current_timestamp  ,  system4897, current_timestamp  ,  147hc365, SAP10527T ,  57SAN319
17894565085,478946109,7878831,78944595944,105594,158186,457819000319, qydt1044,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799019,  Current_timestamp  ,  system4898, current_timestamp  ,  147hc366, SAP10527T ,  57SAN320
17894565086,478946110,7878832,78944595945,105595,158187,457819000320, qydt1045,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799020,  Current_timestamp  ,  system4899, current_timestamp  ,  147hc367, SAP10527T ,  57SAN321
17894565087,478946111,7878833,78944595946,105596,158188,457819000321, qydt1046,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799021,  Current_timestamp  ,  system4900, current_timestamp  ,  147hc368, SAP10527T ,  57SAN322
17894565088,478946112,7878834,78944595947,105597,158189,457819000322, qydt1047,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799022,  Current_timestamp  ,  system4901, current_timestamp  ,  147hc369, SAP10527T ,  57SAN323
17894565089,478946113,7878835,78944595948,105598,158190,457819000323, qydt1048,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799023,  Current_timestamp  ,  system4902, current_timestamp  ,  147hc370, SAP10527T ,  57SAN324
17894565090,478946114,7878836,78944595949,105599,158191,457819000324, qydt1049,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799024,  Current_timestamp  ,  system4903, current_timestamp  ,  147hc371, SAP10527T ,  57SAN325
17894565091,478946115,7878837,78944595950,105600,158192,457819000325, qydt1050,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799025,  Current_timestamp  ,  system4904, current_timestamp  ,  147hc372, SAP10527T ,  57SAN326
17894565092,478946116,7878838,78944595951,105601,158193,457819000326, qydt1051,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799026,  Current_timestamp  ,  system4905, current_timestamp  ,  147hc373, SAP10527T ,  57SAN327
17894565093,478946117,7878839,78944595952,105602,158194,457819000327, qydt1052,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799027,  Current_timestamp  ,  system4906, current_timestamp  ,  147hc374, SAP10527T ,  57SAN328
17894565094,478946118,7878840,78944595953,105603,158195,457819000328, qydt1053,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799028,  Current_timestamp  ,  system4907, current_timestamp  ,  147hc375, SAP10527T ,  57SAN329
17894565095,478946119,7878841,78944595954,105604,158196,457819000329, qydt1054,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799029,  Current_timestamp  ,  system4908, current_timestamp  ,  147hc376, SAP10527T ,  57SAN330
17894565096,478946120,7878842,78944595955,105605,158197,457819000330, qydt1055,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799030,  Current_timestamp  ,  system4909, current_timestamp  ,  147hc377, SAP10527T ,  57SAN331
17894565097,478946121,7878843,78944595956,105606,158198,457819000331, qydt1056,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799031,  Current_timestamp  ,  system4910, current_timestamp  ,  147hc378, SAP10527T ,  57SAN332
17894565098,478946122,7878844,78944595957,105607,158199,457819000332, qydt1057,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799032,  Current_timestamp  ,  system4911, current_timestamp  ,  147hc379, SAP10527T ,  57SAN333
17894565099,478946123,7878845,78944595958,105608,158200,457819000333, qydt1058,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799033,  Current_timestamp  ,  system4912, current_timestamp  ,  147hc380, SAP10527T ,  57SAN334
17894565100,478946124,7878846,78944595959,105609,158201,457819000334, qydt1059,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799034,  Current_timestamp  ,  system4913, current_timestamp  ,  147hc381, SAP10527T ,  57SAN335
17894565101,478946125,7878847,78944595960,105610,158202,457819000335, qydt1060,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799035,  Current_timestamp  ,  system4914, current_timestamp  ,  147hc382, SAP10527T ,  57SAN336
17894565102,478946126,7878848,78944595961,105611,158203,457819000336, qydt1061,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799036,  Current_timestamp  ,  system4915, current_timestamp  ,  147hc383, SAP10527T ,  57SAN337
17894565103,478946127,7878849,78944595962,105612,158204,457819000337, qydt1062,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799037,  Current_timestamp  ,  system4916, current_timestamp  ,  147hc384, SAP10527T ,  57SAN338
17894565104,478946128,7878850,78944595963,105613,158205,457819000338, qydt1063,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799038,  Current_timestamp  ,  system4917, current_timestamp  ,  147hc385, SAP10527T ,  57SAN339
17894565105,478946129,7878851,78944595964,105614,158206,457819000339, qydt1064,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799039,  Current_timestamp  ,  system4918, current_timestamp  ,  147hc386, SAP10527T ,  57SAN340
17894565106,478946130,7878852,78944595965,105615,158207,457819000340, qydt1065,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799040,  Current_timestamp  ,  system4919, current_timestamp  ,  147hc387, SAP10527T ,  57SAN341
17894565107,478946131,7878853,78944595966,105616,158208,457819000341, qydt1066,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799041,  Current_timestamp  ,  system4920, current_timestamp  ,  147hc388, SAP10527T ,  57SAN342
17894565108,478946132,7878854,78944595967,105617,158209,457819000342, qydt1067,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799042,  Current_timestamp  ,  system4921, current_timestamp  ,  147hc389, SAP10527T ,  57SAN343
17894565109,478946133,7878855,78944595968,105618,158210,457819000343, qydt1068,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799043,  Current_timestamp  ,  system4922, current_timestamp  ,  147hc390, SAP10527T ,  57SAN344
17894565110,478946134,7878856,78944595969,105619,158211,457819000344, qydt1069,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799044,  Current_timestamp  ,  system4923, current_timestamp  ,  147hc391, SAP10527T ,  57SAN345
17894565111,478946135,7878857,78944595970,105620,158212,457819000345, qydt1070,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799045,  Current_timestamp  ,  system4924, current_timestamp  ,  147hc392, SAP10527T ,  57SAN346
17894565112,478946136,7878858,78944595971,105621,158213,457819000346, qydt1071,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799046,  Current_timestamp  ,  system4925, current_timestamp  ,  147hc393, SAP10527T ,  57SAN347
17894565113,478946137,7878859,78944595972,105622,158214,457819000347, qydt1072,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799047,  Current_timestamp  ,  system4926, current_timestamp  ,  147hc394, SAP10527T ,  57SAN348
17894565114,478946138,7878860,78944595973,105623,158215,457819000348, qydt1073,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799048,  Current_timestamp  ,  system4927, current_timestamp  ,  147hc395, SAP10527T ,  57SAN349
17894565115,478946139,7878861,78944595974,105624,158216,457819000349, qydt1074,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799049,  Current_timestamp  ,  system4928, current_timestamp  ,  147hc396, SAP10527T ,  57SAN350
17894565116,478946140,7878862,78944595975,105625,158217,457819000350, qydt1075,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799050,  Current_timestamp  ,  system4929, current_timestamp  ,  147hc397, SAP10527T ,  57SAN351
17894565117,478946141,7878863,78944595976,105626,158218,457819000351, qydt1076,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799051,  Current_timestamp  ,  system4930, current_timestamp  ,  147hc398, SAP10527T ,  57SAN352
17894565118,478946142,7878864,78944595977,105627,158219,457819000352, qydt1077,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799052,  Current_timestamp  ,  system4931, current_timestamp  ,  147hc399, SAP10527T ,  57SAN353
17894565119,478946143,7878865,78944595978,105628,158220,457819000353, qydt1078,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799053,  Current_timestamp  ,  system4932, current_timestamp  ,  147hc400, SAP10527T ,  57SAN354
17894565120,478946144,7878866,78944595979,105629,158221,457819000354, qydt1079,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799054,  Current_timestamp  ,  system4933, current_timestamp  ,  147hc401, SAP10527T ,  57SAN355
17894565121,478946145,7878867,78944595980,105630,158222,457819000355, qydt1080,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799055,  Current_timestamp  ,  system4934, current_timestamp  ,  147hc402, SAP10527T ,  57SAN356
17894565122,478946146,7878868,78944595981,105631,158223,457819000356, qydt1081,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799056,  Current_timestamp  ,  system4935, current_timestamp  ,  147hc403, SAP10527T ,  57SAN357
17894565123,478946147,7878869,78944595982,105632,158224,457819000357, qydt1082,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799057,  Current_timestamp  ,  system4936, current_timestamp  ,  147hc404, SAP10527T ,  57SAN358
17894565124,478946148,7878870,78944595983,105633,158225,457819000358, qydt1083,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799058,  Current_timestamp  ,  system4937, current_timestamp  ,  147hc405, SAP10527T ,  57SAN359
17894565125,478946149,7878871,78944595984,105634,158226,457819000359, qydt1084,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799059,  Current_timestamp  ,  system4938, current_timestamp  ,  147hc406, SAP10527T ,  57SAN360
17894565126,478946150,7878872,78944595985,105635,158227,457819000360, qydt1085,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799060,  Current_timestamp  ,  system4939, current_timestamp  ,  147hc407, SAP10527T ,  57SAN361
17894565127,478946151,7878873,78944595986,105636,158228,457819000361, qydt1086,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799061,  Current_timestamp  ,  system4940, current_timestamp  ,  147hc408, SAP10527T ,  57SAN362
17894565128,478946152,7878874,78944595987,105637,158229,457819000362, qydt1087,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799062,  Current_timestamp  ,  system4941, current_timestamp  ,  147hc409, SAP10527T ,  57SAN363
17894565129,478946153,7878875,78944595988,105638,158230,457819000363, qydt1088,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799063,  Current_timestamp  ,  system4942, current_timestamp  ,  147hc410, SAP10527T ,  57SAN364
17894565130,478946154,7878876,78944595989,105639,158231,457819000364, qydt1089,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799064,  Current_timestamp  ,  system4943, current_timestamp  ,  147hc411, SAP10527T ,  57SAN365
17894565131,478946155,7878877,78944595990,105640,158232,457819000365, qydt1090,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799065,  Current_timestamp  ,  system4944, current_timestamp  ,  147hc412, SAP10527T ,  57SAN366
17894565132,478946156,7878878,78944595991,105641,158233,457819000366, qydt1091,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799066,  Current_timestamp  ,  system4945, current_timestamp  ,  147hc413, SAP10527T ,  57SAN367
17894565133,478946157,7878879,78944595992,105642,158234,457819000367, qydt1092,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799067,  Current_timestamp  ,  system4946, current_timestamp  ,  147hc414, SAP10527T ,  57SAN368
17894565134,478946158,7878880,78944595993,105643,158235,457819000368, qydt1093,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799068,  Current_timestamp  ,  system4947, current_timestamp  ,  147hc415, SAP10527T ,  57SAN369
17894565135,478946159,7878881,78944595994,105644,158236,457819000369, qydt1094,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799069,  Current_timestamp  ,  system4948, current_timestamp  ,  147hc416, SAP10527T ,  57SAN370
17894565136,478946160,7878882,78944595995,105645,158237,457819000370, qydt1095,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799070,  Current_timestamp  ,  system4949, current_timestamp  ,  147hc417, SAP10527T ,  57SAN371
17894565137,478946161,7878883,78944595996,105646,158238,457819000371, qydt1096,6355078, Current_timestamp  ,  2022-03-14 ,480000,55800,8854,7894000,5799071,  Current_timestamp  ,  system4950, current_timestamp  ,  147hc418, SAP10527T ,  57SAN372
